1
//Index   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextState1   NextIndex2   NextState2   NextIndex3   NextState3   RequireIndex   RequireGroup   RequireState   RequireMinLevel   RequireMaxLevel   RequireMinReset   RequireMaxReset   RequireFamily   RequireDoW   RequireCooldown   DW   DK   FE   MG   DL   SU
9         2        0           257            0              13           1            14           2            *            *            9              18             4              26                35                *                 *                 *               *            *                 0    0    0    0    0    1
10        2        0           257            1              *            *            *            *            *            *            10             18             1              *                 *                 *                 *                 *               *            *                 1    1    0    0    0    0
10        2        0           257            1              *            *            *            *            *            *            10             18             4              26                35                *                 *                 *               *            *                 1    1    0    0    0    0
11        2        0           257            1              *            *            *            *            *            *            11             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
11        2        0           257            1              *            *            *            *            *            *            11             18             4              26                35                *                 *                 *               *            *                 0    0    0    1    1    0
12        2        0           257            1              *            *            *            *            *            *            12             18             1              *                 *                 *                 *                 *               *            *                 0    0    1    0    0    0
12        2        0           257            1              *            *            *            *            *            *            12             18             4              26                35                *                 *                 *               *            *                 0    0    1    0    0    0
13        2        0           257            1              *            *            *            *            *            *            13             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    0    0    1
13        2        0           257            1              *            *            *            *            *            *            13             18             4              26                35                *                 *                 *               *            *                 0    0    0    0    0    1
14        2        0           257            2              *            *            *            *            *            *            14             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
14        2        0           257            2              *            *            *            *            *            *            14             18             4              26                35                *                 *                 *               *            *                 1    1    1    1    1    1
15        3        0           257            0              16           1            18           2            *            *            *              *              *              36                45                *                 *                 *               *            *                 0    0    0    1    1    0
15        3        0           257            0              16           1            18           2            *            *            15             18             0              36                45                *                 *                 *               *            *                 0    0    0    1    1    0
15        3        0           257            0              16           1            18           2            *            *            15             18             4              36                45                *                 *                 *               *            *                 0    0    0    1    1    0
15        3        0           257            0              17           1            18           2            *            *            *              *              *              36                45                *                 *                 *               *            *                 1    1    1    0    0    1
15        3        0           257            0              17           1            18           2            *            *            15             18             0              36                45                *                 *                 *               *            *                 1    1    1    0    0    1
15        3        0           257            0              17           1            18           2            *            *            15             18             4              36                45                *                 *                 *               *            *                 1    1    1    0    0    1
16        3        0           257            1              *            *            *            *            *            *            16             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
16        3        0           257            1              *            *            *            *            *            *            16             18             4              36                45                *                 *                 *               *            *                 0    0    0    1    1    0
17        3        0           257            1              *            *            *            *            *            *            17             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
17        3        0           257            1              *            *            *            *            *            *            17             18             4              36                45                *                 *                 *               *            *                 1    1    1    0    0    1
18        3        0           257            2              *            *            *            *            *            *            18             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
18        3        0           257            2              *            *            *            *            *            *            18             18             4              36                45                *                 *                 *               *            *                 1    1    1    1    1    1
19        4        0           257            0              20           1            22           2            *            *            *              *              *              46                55                *                 *                 *               *            *                 0    0    0    1    1    0
19        4        0           257            0              20           1            22           2            *            *            19             18             0              46                55                *                 *                 *               *            *                 0    0    0    1    1    0
19        4        0           257            0              20           1            22           2            *            *            19             18             4              46                55                *                 *                 *               *            *                 0    0    0    1    1    0
19        4        0           257            0              21           1            22           2            *            *            *              *              *              46                55                *                 *                 *               *            *                 1    1    1    0    0    1
19        4        0           257            0              21           1            22           2            *            *            19             18             0              46                55                *                 *                 *               *            *                 1    1    1    0    0    1
19        4        0           257            0              21           1            22           2            *            *            19             18             4              46                55                *                 *                 *               *            *                 1    1    1    0    0    1
20        4        0           257            1              *            *            *            *            *            *            20             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
20        4        0           257            1              *            *            *            *            *            *            20             18             4              46                55                *                 *                 *               *            *                 0    0    0    1    1    0
21        4        0           257            1              *            *            *            *            *            *            21             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
21        4        0           257            1              *            *            *            *            *            *            21             18             4              46                55                *                 *                 *               *            *                 1    1    1    0    0    1
22        4        0           257            2              *            *            *            *            *            *            22             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
22        4        0           257            2              *            *            *            *            *            *            22             18             4              46                55                *                 *                 *               *            *                 1    1    1    1    1    1
23        5        0           257            0              24           1            26           2            *            *            *              *              *              56                65                *                 *                 *               *            *                 0    0    0    1    1    0
23        5        0           257            0              24           1            26           2            *            *            23             18             0              56                65                *                 *                 *               *            *                 0    0    0    1    1    0
23        5        0           257            0              24           1            26           2            *            *            23             18             4              56                65                *                 *                 *               *            *                 0    0    0    1    1    0
23        5        0           257            0              25           1            26           2            *            *            *              *              *              56                65                *                 *                 *               *            *                 1    1    1    0    0    1
23        5        0           257            0              25           1            26           2            *            *            23             18             0              56                65                *                 *                 *               *            *                 1    1    1    0    0    1
23        5        0           257            0              25           1            26           2            *            *            23             18             4              56                65                *                 *                 *               *            *                 1    1    1    0    0    1
24        5        0           257            1              *            *            *            *            *            *            24             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
24        5        0           257            1              *            *            *            *            *            *            24             18             4              56                65                *                 *                 *               *            *                 0    0    0    1    1    0
25        5        0           257            1              *            *            *            *            *            *            25             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
25        5        0           257            1              *            *            *            *            *            *            25             18             4              56                65                *                 *                 *               *            *                 1    1    1    0    0    1
26        5        0           257            2              *            *            *            *            *            *            26             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
26        5        0           257            2              *            *            *            *            *            *            26             18             4              56                65                *                 *                 *               *            *                 1    1    1    1    1    1
27        6        0           257            0              28           1            30           2            *            *            *              *              *              66                79                *                 *                 *               *            *                 0    0    0    1    1    0
27        6        0           257            0              28           1            30           2            *            *            27             18             0              66                79                *                 *                 *               *            *                 0    0    0    1    1    0
27        6        0           257            0              28           1            30           2            *            *            27             18             4              66                79                *                 *                 *               *            *                 0    0    0    1    1    0
27        6        0           257            0              29           1            30           2            *            *            *              *              *              66                79                *                 *                 *               *            *                 1    1    1    0    0    1
27        6        0           257            0              29           1            30           2            *            *            27             18             0              66                79                *                 *                 *               *            *                 1    1    1    0    0    1
27        6        0           257            0              29           1            30           2            *            *            27             18             4              66                79                *                 *                 *               *            *                 1    1    1    0    0    1
28        6        0           257            1              *            *            *            *            *            *            28             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
28        6        0           257            1              *            *            *            *            *            *            28             18             4              66                79                *                 *                 *               *            *                 0    0    0    1    1    0
29        6        0           257            1              *            *            *            *            *            *            29             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
29        6        0           257            1              *            *            *            *            *            *            29             18             4              66                79                *                 *                 *               *            *                 1    1    1    0    0    1
30        6        0           257            2              *            *            *            *            *            *            30             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
30        6        0           257            2              *            *            *            *            *            *            30             18             4              66                79                *                 *                 *               *            *                 1    1    1    1    1    1
31        7        0           257            0              32           1            34           2            *            *            *              *              *              80                90                *                 *                 *               *            *                 0    0    0    1    1    0
31        7        0           257            0              32           1            34           2            *            *            31             18             0              80                90                *                 *                 *               *            *                 0    0    0    1    1    0
31        7        0           257            0              32           1            34           2            *            *            31             18             4              80                90                *                 *                 *               *            *                 0    0    0    1    1    0
31        7        0           257            0              33           1            34           2            *            *            *              *              *              80                90                *                 *                 *               *            *                 1    1    1    0    0    1
31        7        0           257            0              33           1            34           2            *            *            31             18             0              80                90                *                 *                 *               *            *                 1    1    1    0    0    1
31        7        0           257            0              33           1            34           2            *            *            31             18             4              80                90                *                 *                 *               *            *                 1    1    1    0    0    1
32        7        0           257            1              *            *            *            *            *            *            32             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
32        7        0           257            1              *            *            *            *            *            *            32             18             4              80                90                *                 *                 *               *            *                 0    0    0    1    1    0
33        7        0           257            1              *            *            *            *            *            *            33             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
33        7        0           257            1              *            *            *            *            *            *            33             18             4              80                90                *                 *                 *               *            *                 1    1    1    0    0    1
34        7        0           257            2              *            *            *            *            *            *            34             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
34        7        0           257            2              *            *            *            *            *            *            34             18             4              80                90                *                 *                 *               *            *                 1    1    1    1    1    1
35        8        0           257            0              36           1            38           2            *            *            *              *              *              91                100               *                 *                 *               *            *                 0    0    0    1    1    0
35        8        0           257            0              36           1            38           2            *            *            35             18             0              91                100               *                 *                 *               *            *                 0    0    0    1    1    0
35        8        0           257            0              36           1            38           2            *            *            35             18             4              91                100               *                 *                 *               *            *                 0    0    0    1    1    0
35        8        0           257            0              37           1            38           2            *            *            *              *              *              91                100               *                 *                 *               *            *                 1    1    1    0    0    1
35        8        0           257            0              37           1            38           2            *            *            35             18             0              91                100               *                 *                 *               *            *                 1    1    1    0    0    1
35        8        0           257            0              37           1            38           2            *            *            35             18             4              91                100               *                 *                 *               *            *                 1    1    1    0    0    1
36        8        0           257            1              *            *            *            *            *            *            36             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
36        8        0           257            1              *            *            *            *            *            *            36             18             4              91                100               *                 *                 *               *            *                 0    0    0    1    1    0
37        8        0           257            1              *            *            *            *            *            *            37             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
37        8        0           257            1              *            *            *            *            *            *            37             18             4              91                100               *                 *                 *               *            *                 1    1    1    0    0    1
38        8        0           257            2              *            *            *            *            *            *            38             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
38        8        0           257            2              *            *            *            *            *            *            38             18             4              91                100               *                 *                 *               *            *                 1    1    1    1    1    1
39        9        0           257            0              40           1            42           2            *            *            *              *              *              101               110               *                 *                 *               *            *                 0    0    0    1    1    0
39        9        0           257            0              40           1            42           2            *            *            39             18             0              101               110               *                 *                 *               *            *                 0    0    0    1    1    0
39        9        0           257            0              40           1            42           2            *            *            39             18             4              101               110               *                 *                 *               *            *                 0    0    0    1    1    0
39        9        0           257            0              41           1            42           2            *            *            *              *              *              101               110               *                 *                 *               *            *                 1    1    1    0    0    1
39        9        0           257            0              41           1            42           2            *            *            39             18             0              101               110               *                 *                 *               *            *                 1    1    1    0    0    1
39        9        0           257            0              41           1            42           2            *            *            39             18             4              101               110               *                 *                 *               *            *                 1    1    1    0    0    1
40        9        0           257            1              *            *            *            *            *            *            40             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
40        9        0           257            1              *            *            *            *            *            *            40             18             4              101               110               *                 *                 *               *            *                 0    0    0    1    1    0
41        9        0           257            1              *            *            *            *            *            *            41             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
41        9        0           257            1              *            *            *            *            *            *            41             18             4              101               110               *                 *                 *               *            *                 1    1    1    0    0    1
42        9        0           257            2              *            *            *            *            *            *            42             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
42        9        0           257            2              *            *            *            *            *            *            42             18             4              101               110               *                 *                 *               *            *                 1    1    1    1    1    1
43        10       0           257            0              44           1            46           2            *            *            *              *              *              111               120               *                 *                 *               *            *                 0    0    0    1    1    0
43        10       0           257            0              44           1            46           2            *            *            43             18             0              111               120               *                 *                 *               *            *                 0    0    0    1    1    0
43        10       0           257            0              44           1            46           2            *            *            43             18             4              111               120               *                 *                 *               *            *                 0    0    0    1    1    0
43        10       0           257            0              45           1            46           2            *            *            *              *              *              111               120               *                 *                 *               *            *                 1    1    1    0    0    1
43        10       0           257            0              45           1            46           2            *            *            43             18             0              111               120               *                 *                 *               *            *                 1    1    1    0    0    1
43        10       0           257            0              45           1            46           2            *            *            43             18             4              111               120               *                 *                 *               *            *                 1    1    1    0    0    1
44        10       0           257            1              *            *            *            *            *            *            44             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
44        10       0           257            1              *            *            *            *            *            *            44             18             4              111               120               *                 *                 *               *            *                 0    0    0    1    1    0
45        10       0           257            1              *            *            *            *            *            *            45             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
45        10       0           257            1              *            *            *            *            *            *            45             18             4              111               120               *                 *                 *               *            *                 1    1    1    0    0    1
46        10       0           257            2              *            *            *            *            *            *            46             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
46        10       0           257            2              *            *            *            *            *            *            46             18             4              111               120               *                 *                 *               *            *                 1    1    1    1    1    1
47        11       0           257            0              48           1            50           2            *            *            *              *              *              121               130               *                 *                 *               *            *                 0    0    0    1    1    0
47        11       0           257            0              48           1            50           2            *            *            47             18             0              121               130               *                 *                 *               *            *                 0    0    0    1    1    0
47        11       0           257            0              48           1            50           2            *            *            47             18             4              121               130               *                 *                 *               *            *                 0    0    0    1    1    0
47        11       0           257            0              49           1            50           2            *            *            *              *              *              121               130               *                 *                 *               *            *                 1    1    1    0    0    1
47        11       0           257            0              49           1            50           2            *            *            47             18             0              121               130               *                 *                 *               *            *                 1    1    1    0    0    1
47        11       0           257            0              49           1            50           2            *            *            47             18             4              121               130               *                 *                 *               *            *                 1    1    1    0    0    1
48        11       0           257            1              *            *            *            *            *            *            48             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
48        11       0           257            1              *            *            *            *            *            *            48             18             4              121               130               *                 *                 *               *            *                 0    0    0    1    1    0
49        11       0           257            1              *            *            *            *            *            *            49             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
49        11       0           257            1              *            *            *            *            *            *            49             18             4              121               130               *                 *                 *               *            *                 1    1    1    0    0    1
50        11       0           257            2              *            *            *            *            *            *            50             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
50        11       0           257            2              *            *            *            *            *            *            50             18             4              121               130               *                 *                 *               *            *                 1    1    1    1    1    1
51        12       0           257            0              52           1            54           2            *            *            *              *              *              131               140               *                 *                 *               *            *                 0    0    0    1    1    0
51        12       0           257            0              52           1            54           2            *            *            51             18             0              131               140               *                 *                 *               *            *                 0    0    0    1    1    0
51        12       0           257            0              52           1            54           2            *            *            51             18             4              131               140               *                 *                 *               *            *                 0    0    0    1    1    0
51        12       0           257            0              53           1            54           2            *            *            *              *              *              131               140               *                 *                 *               *            *                 1    1    1    0    0    1
51        12       0           257            0              53           1            54           2            *            *            51             18             0              131               140               *                 *                 *               *            *                 1    1    1    0    0    1
51        12       0           257            0              53           1            54           2            *            *            51             18             4              131               140               *                 *                 *               *            *                 1    1    1    0    0    1
52        12       0           257            1              *            *            *            *            *            *            52             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
52        12       0           257            1              *            *            *            *            *            *            52             18             4              131               140               *                 *                 *               *            *                 0    0    0    1    1    0
53        12       0           257            1              *            *            *            *            *            *            53             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
53        12       0           257            1              *            *            *            *            *            *            53             18             4              131               140               *                 *                 *               *            *                 1    1    1    0    0    1
54        12       0           257            2              *            *            *            *            *            *            54             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
54        12       0           257            2              *            *            *            *            *            *            54             18             4              131               140               *                 *                 *               *            *                 1    1    1    1    1    1
55        13       0           257            0              56           1            58           2            *            *            *              *              *              141               160               *                 *                 *               *            *                 0    0    0    1    1    0
55        13       0           257            0              56           1            58           2            *            *            55             18             0              141               160               *                 *                 *               *            *                 0    0    0    1    1    0
55        13       0           257            0              56           1            58           2            *            *            55             18             4              141               160               *                 *                 *               *            *                 0    0    0    1    1    0
55        13       0           257            0              57           1            58           2            *            *            *              *              *              141               160               *                 *                 *               *            *                 1    1    1    0    0    1
55        13       0           257            0              57           1            58           2            *            *            55             18             0              141               160               *                 *                 *               *            *                 1    1    1    0    0    1
55        13       0           257            0              57           1            58           2            *            *            55             18             4              141               160               *                 *                 *               *            *                 1    1    1    0    0    1
56        13       0           257            1              *            *            *            *            *            *            56             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
56        13       0           257            1              *            *            *            *            *            *            56             18             4              141               160               *                 *                 *               *            *                 0    0    0    1    1    0
57        13       0           257            1              *            *            *            *            *            *            57             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
57        13       0           257            1              *            *            *            *            *            *            57             18             4              141               160               *                 *                 *               *            *                 1    1    1    0    0    1
58        13       0           257            2              *            *            *            *            *            *            58             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
58        13       0           257            2              *            *            *            *            *            *            58             18             4              141               160               *                 *                 *               *            *                 1    1    1    1    1    1
59        14       0           257            0              60           1            62           2            *            *            *              *              *              161               165               *                 *                 *               *            *                 0    0    0    1    1    0
59        14       0           257            0              60           1            62           2            *            *            59             18             0              161               165               *                 *                 *               *            *                 0    0    0    1    1    0
59        14       0           257            0              60           1            62           2            *            *            59             18             4              161               165               *                 *                 *               *            *                 0    0    0    1    1    0
59        14       0           257            0              61           1            62           2            *            *            *              *              *              161               165               *                 *                 *               *            *                 1    1    1    0    0    1
59        14       0           257            0              61           1            62           2            *            *            59             18             0              161               165               *                 *                 *               *            *                 1    1    1    0    0    1
59        14       0           257            0              61           1            62           2            *            *            59             18             4              161               165               *                 *                 *               *            *                 1    1    1    0    0    1
60        14       0           257            1              *            *            *            *            *            *            60             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
60        14       0           257            1              *            *            *            *            *            *            60             18             4              161               165               *                 *                 *               *            *                 0    0    0    1    1    0
61        14       0           257            1              *            *            *            *            *            *            61             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
61        14       0           257            1              *            *            *            *            *            *            61             18             4              161               165               *                 *                 *               *            *                 1    1    1    0    0    1
62        14       0           257            2              *            *            *            *            *            *            62             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
62        14       0           257            2              *            *            *            *            *            *            62             18             4              161               165               *                 *                 *               *            *                 1    1    1    1    1    1
63        15       0           257            0              64           1            66           2            *            *            *              *              *              166               170               *                 *                 *               *            *                 0    0    0    1    1    0
63        15       0           257            0              64           1            66           2            *            *            63             18             0              166               170               *                 *                 *               *            *                 0    0    0    1    1    0
63        15       0           257            0              64           1            66           2            *            *            63             18             4              166               170               *                 *                 *               *            *                 0    0    0    1    1    0
63        15       0           257            0              65           1            66           2            *            *            *              *              *              166               170               *                 *                 *               *            *                 1    1    1    0    0    1
63        15       0           257            0              65           1            66           2            *            *            63             18             0              166               170               *                 *                 *               *            *                 1    1    1    0    0    1
63        15       0           257            0              65           1            66           2            *            *            63             18             4              166               170               *                 *                 *               *            *                 1    1    1    0    0    1
64        15       0           257            1              *            *            *            *            *            *            64             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
64        15       0           257            1              *            *            *            *            *            *            64             18             4              166               170               *                 *                 *               *            *                 0    0    0    1    1    0
65        15       0           257            1              *            *            *            *            *            *            65             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
65        15       0           257            1              *            *            *            *            *            *            65             18             4              166               170               *                 *                 *               *            *                 1    1    1    0    0    1
66        15       0           257            2              *            *            *            *            *            *            66             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
66        15       0           257            2              *            *            *            *            *            *            66             18             4              166               170               *                 *                 *               *            *                 1    1    1    1    1    1
67        16       0           257            0              68           1            70           2            *            *            *              *              *              171               179               *                 *                 *               *            *                 0    0    0    1    1    0
67        16       0           257            0              68           1            70           2            *            *            67             18             0              171               179               *                 *                 *               *            *                 0    0    0    1    1    0
67        16       0           257            0              68           1            70           2            *            *            67             18             4              171               179               *                 *                 *               *            *                 0    0    0    1    1    0
67        16       0           257            0              69           1            70           2            *            *            *              *              *              171               179               *                 *                 *               *            *                 1    1    1    0    0    1
67        16       0           257            0              69           1            70           2            *            *            67             18             0              171               179               *                 *                 *               *            *                 1    1    1    0    0    1
67        16       0           257            0              69           1            70           2            *            *            67             18             4              171               179               *                 *                 *               *            *                 1    1    1    0    0    1
68        16       0           257            1              *            *            *            *            *            *            68             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
68        16       0           257            1              *            *            *            *            *            *            68             18             4              171               179               *                 *                 *               *            *                 0    0    0    1    1    0
69        16       0           257            1              *            *            *            *            *            *            69             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
69        16       0           257            1              *            *            *            *            *            *            69             18             4              171               179               *                 *                 *               *            *                 1    1    1    0    0    1
70        16       0           257            2              *            *            *            *            *            *            70             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
70        16       0           257            2              *            *            *            *            *            *            70             18             4              171               179               *                 *                 *               *            *                 1    1    1    1    1    1
71        17       0           257            0              72           1            74           2            *            *            *              *              *              180               189               *                 *                 *               *            *                 0    0    0    1    1    0
71        17       0           257            0              72           1            74           2            *            *            71             18             0              180               189               *                 *                 *               *            *                 0    0    0    1    1    0
71        17       0           257            0              72           1            74           2            *            *            71             18             4              180               189               *                 *                 *               *            *                 0    0    0    1    1    0
71        17       0           257            0              73           1            74           2            *            *            *              *              *              180               189               *                 *                 *               *            *                 1    1    1    0    0    1
71        17       0           257            0              73           1            74           2            *            *            71             18             0              180               189               *                 *                 *               *            *                 1    1    1    0    0    1
71        17       0           257            0              73           1            74           2            *            *            71             18             4              180               189               *                 *                 *               *            *                 1    1    1    0    0    1
72        17       0           257            1              *            *            *            *            *            *            72             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
72        17       0           257            1              *            *            *            *            *            *            72             18             4              180               189               *                 *                 *               *            *                 0    0    0    1    1    0
73        17       0           257            1              *            *            *            *            *            *            73             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
73        17       0           257            1              *            *            *            *            *            *            73             18             4              180               189               *                 *                 *               *            *                 1    1    1    0    0    1
74        17       0           257            2              *            *            *            *            *            *            74             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
74        17       0           257            2              *            *            *            *            *            *            74             18             4              180               189               *                 *                 *               *            *                 1    1    1    1    1    1
75        18       0           257            0              76           1            78           2            *            *            *              *              *              190               199               *                 *                 *               *            *                 0    0    0    1    1    0
75        18       0           257            0              76           1            78           2            *            *            75             18             0              190               199               *                 *                 *               *            *                 0    0    0    1    1    0
75        18       0           257            0              76           1            78           2            *            *            75             18             4              190               199               *                 *                 *               *            *                 0    0    0    1    1    0
75        18       0           257            0              77           1            78           2            *            *            *              *              *              190               199               *                 *                 *               *            *                 1    1    1    0    0    1
75        18       0           257            0              77           1            78           2            *            *            75             18             0              190               199               *                 *                 *               *            *                 1    1    1    0    0    1
75        18       0           257            0              77           1            78           2            *            *            75             18             4              190               199               *                 *                 *               *            *                 1    1    1    0    0    1
76        18       0           257            1              *            *            *            *            *            *            76             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
76        18       0           257            1              *            *            *            *            *            *            76             18             4              190               199               *                 *                 *               *            *                 0    0    0    1    1    0
77        18       0           257            1              *            *            *            *            *            *            77             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
77        18       0           257            1              *            *            *            *            *            *            77             18             4              190               199               *                 *                 *               *            *                 1    1    1    0    0    1
78        18       0           257            2              *            *            *            *            *            *            78             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
78        18       0           257            2              *            *            *            *            *            *            78             18             4              190               199               *                 *                 *               *            *                 1    1    1    1    1    1
79        19       0           257            0              80           1            82           2            *            *            *              *              *              200               209               *                 *                 *               *            *                 0    0    0    1    1    0
79        19       0           257            0              80           1            82           2            *            *            79             18             0              200               209               *                 *                 *               *            *                 0    0    0    1    1    0
79        19       0           257            0              80           1            82           2            *            *            79             18             4              200               209               *                 *                 *               *            *                 0    0    0    1    1    0
79        19       0           257            0              81           1            82           2            *            *            *              *              *              200               209               *                 *                 *               *            *                 1    1    1    0    0    1
79        19       0           257            0              81           1            82           2            *            *            79             18             0              200               209               *                 *                 *               *            *                 1    1    1    0    0    1
79        19       0           257            0              81           1            82           2            *            *            79             18             4              200               209               *                 *                 *               *            *                 1    1    1    0    0    1
80        19       0           257            1              *            *            *            *            *            *            80             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
80        19       0           257            1              *            *            *            *            *            *            80             18             4              200               209               *                 *                 *               *            *                 0    0    0    1    1    0
81        19       0           257            1              *            *            *            *            *            *            81             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
81        19       0           257            1              *            *            *            *            *            *            81             18             4              200               209               *                 *                 *               *            *                 1    1    1    0    0    1
82        19       0           257            2              *            *            *            *            *            *            82             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
82        19       0           257            2              *            *            *            *            *            *            82             18             4              200               209               *                 *                 *               *            *                 1    1    1    1    1    1
83        20       0           257            0              84           1            86           2            *            *            *              *              *              210               219               *                 *                 *               *            *                 0    0    0    1    1    0
83        20       0           257            0              84           1            86           2            *            *            83             18             0              210               219               *                 *                 *               *            *                 0    0    0    1    1    0
83        20       0           257            0              84           1            86           2            *            *            83             18             4              210               219               *                 *                 *               *            *                 0    0    0    1    1    0
83        20       0           257            0              85           1            86           2            *            *            *              *              *              210               219               *                 *                 *               *            *                 1    1    1    0    0    1
83        20       0           257            0              85           1            86           2            *            *            83             18             0              210               219               *                 *                 *               *            *                 1    1    1    0    0    1
83        20       0           257            0              85           1            86           2            *            *            83             18             4              210               219               *                 *                 *               *            *                 1    1    1    0    0    1
84        20       0           257            1              *            *            *            *            *            *            84             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
84        20       0           257            1              *            *            *            *            *            *            84             18             4              210               219               *                 *                 *               *            *                 0    0    0    1    1    0
85        20       0           257            1              *            *            *            *            *            *            85             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
85        20       0           257            1              *            *            *            *            *            *            85             18             4              210               219               *                 *                 *               *            *                 1    1    1    0    0    1
86        20       0           257            2              *            *            *            *            *            *            86             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
86        20       0           257            2              *            *            *            *            *            *            86             18             4              210               219               *                 *                 *               *            *                 1    1    1    1    1    1
87        21       0           257            0              88           1            90           2            *            *            *              *              *              220               229               *                 *                 *               *            *                 0    0    0    1    1    0
87        21       0           257            0              88           1            90           2            *            *            87             18             0              220               229               *                 *                 *               *            *                 0    0    0    1    1    0
87        21       0           257            0              88           1            90           2            *            *            87             18             4              220               229               *                 *                 *               *            *                 0    0    0    1    1    0
87        21       0           257            0              89           1            90           2            *            *            *              *              *              220               229               *                 *                 *               *            *                 1    1    1    0    0    1
87        21       0           257            0              89           1            90           2            *            *            87             18             0              220               229               *                 *                 *               *            *                 1    1    1    0    0    1
87        21       0           257            0              89           1            90           2            *            *            87             18             4              220               229               *                 *                 *               *            *                 1    1    1    0    0    1
88        21       0           257            1              *            *            *            *            *            *            88             18             1              *                 *                 *                 *                 *               *            *                 0    0    0    1    1    0
88        21       0           257            1              *            *            *            *            *            *            88             18             4              220               229               *                 *                 *               *            *                 0    0    0    1    1    0
89        21       0           257            1              *            *            *            *            *            *            89             18             1              *                 *                 *                 *                 *               *            *                 1    1    1    0    0    1
89        21       0           257            1              *            *            *            *            *            *            89             18             4              220               229               *                 *                 *               *            *                 1    1    1    0    0    1
90        21       0           257            2              *            *            *            *            *            *            90             18             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
90        21       0           257            2              *            *            *            *            *            *            90             18             4              220               229               *                 *                 *               *            *                 1    1    1    1    1    1
end

19
