//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
35	300	300	1	508	8	0	3000	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	// Sylphid Ray Gloves
35	301	301	1	508	8	0	3010	0	0	0	0	0	0	0	0	0	3010	0	0	0	0	0	0	0	0	0	// Volcano Gloves
35	302	302	1	508	8	0	3020	0	0	0	0	0	0	0	0	0	3020	0	0	0	0	0	0	0	0	0	// Sunlight Gloves
35	303	303	1	508	8	0	3030	0	0	0	0	0	0	0	0	0	3030	0	0	0	0	0	0	0	0	0	// Ashcrow Gloves
35	304	304	1	508	8	0	3040	0	0	0	0	0	0	0	0	0	3040	0	0	0	0	0	0	0	0	0	// Eclipse Gloves
35	305	305	1	508	8	0	3050	0	0	0	0	0	0	0	0	0	3050	0	0	0	0	0	0	0	0	0	// Iris Gloves
35	306	306	1	508	8	0	3060	0	0	0	0	0	0	0	0	0	3060	0	0	0	0	0	0	0	0	0	// Valiant Gloves
35	307	307	1	508	8	0	3070	0	0	0	0	0	0	0	0	0	3070	0	0	0	0	0	0	0	0	0	// Glorious Gloves
35	308	308	1	508	8	0	3080	0	0	0	0	0	0	0	0	0	3080	0	0	0	0	0	0	0	0	0	// Violent Wind Gloves
35	309	309	1	508	8	0	3090	0	0	0	0	0	0	0	0	0	3090	0	0	0	0	0	0	0	0	0	// Red Wing Gloves
35	310	310	1	508	8	0	3100	0	0	0	0	0	0	0	0	0	3100	0	0	0	0	0	0	0	0	0	// Ancient Gloves
35	311	311	1	508	8	0	3110	0	0	0	0	0	0	0	0	0	3110	0	0	0	0	0	0	0	0	0	// Demonic Gloves
35	312	312	1	508	8	0	3120	0	0	0	0	0	0	0	0	0	3120	0	0	0	0	0	0	0	0	0	// Storm Blitz Gloves
35	313	313	1	508	18	0	3130	0	0	0	0	0	0	0	0	0	3130	0	0	0	0	0	0	0	0	0	// Lilium Gloves
35	314	314	1	508	18	0	3140	0	0	0	0	0	0	0	0	0	3140	0	0	0	0	0	0	0	0	0	// Titan Gloves
35	315	315	1	508	18	0	3150	0	0	0	0	0	0	0	0	0	3150	0	0	0	0	0	0	0	0	0	// Brave Gloves
35	316	316	1	508	18	0	3160	0	0	0	0	0	0	0	0	0	3160	0	0	0	0	0	0	0	0	0	// Phantom Gloves
35	317	317	1	508	18	0	3170	0	0	0	0	0	0	0	0	0	3170	0	0	0	0	0	0	0	0	0	// Seraphim Gloves
35	318	318	1	508	18	0	3180	0	0	0	0	0	0	0	0	0	3180	0	0	0	0	0	0	0	0	0	// Divine Gloves
35	319	319	1	508	18	0	3190	0	0	0	0	0	0	0	0	0	3190	0	0	0	0	0	0	0	0	0	// Royal Gloves
35	320	320	1	508	18	0	3200	0	0	0	0	0	0	0	0	0	3200	0	0	0	0	0	0	0	0	0	// Hades Gloves
35	321	321	1	508	18	0	3210	0	0	0	0	0	0	0	0	0	3210	0	0	0	0	0	0	0	0	0	// Queen Gloves
35	650	650	1	508	8	0	6500	0	0	0	0	0	0	0	0	0	6500	0	0	0	0	0	0	0	0	0	// Black Dragon Gloves
36	323	323	1	508	4	0	3230	0	0	0	0	0	0	0	0	0	3230	0	0	0	0	0	0	0	0	0	// Bronze Boots
36	324	324	1	508	4	0	3240	0	0	0	0	0	0	0	0	0	3240	0	0	0	0	0	0	0	0	0	// Dragon Boots
36	325	325	1	508	4	0	3250	0	0	0	0	0	0	0	0	0	3250	0	0	0	0	0	0	0	0	0	// Pad Boots
36	326	326	1	508	4	0	3260	0	0	0	0	0	0	0	0	0	3260	0	0	0	0	0	0	0	0	0	// Legendary Boots
36	327	327	1	508	4	0	3270	0	0	0	0	0	0	0	0	0	3270	0	0	0	0	0	0	0	0	0	// Bone Boots
36	328	328	1	508	4	0	3280	0	0	0	0	0	0	0	0	0	3280	0	0	0	0	0	0	0	0	0	// Leather Boots
36	329	329	1	508	4	0	3290	0	0	0	0	0	0	0	0	0	3290	0	0	0	0	0	0	0	0	0	// Scale Boots
36	330	330	1	508	4	0	3300	0	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	// Sphinx Boots
36	331	331	1	508	4	0	3310	0	0	0	0	0	0	0	0	0	3310	0	0	0	0	0	0	0	0	0	// Brass Boots
36	332	332	1	508	4	0	3320	0	0	0	0	0	0	0	0	0	3320	0	0	0	0	0	0	0	0	0	// Plate Boots
36	333	333	1	508	4	0	3330	0	0	0	0	0	0	0	0	0	3330	0	0	0	0	0	0	0	0	0	// Vine Boots
36	334	334	1	508	4	0	3340	0	0	0	0	0	0	0	0	0	3340	0	0	0	0	0	0	0	0	0	// Silk Boots
36	335	335	1	508	4	0	3350	0	0	0	0	0	0	0	0	0	3350	0	0	0	0	0	0	0	0	0	// Wind Boots
36	336	336	1	508	4	0	3360	0	0	0	0	0	0	0	0	0	3360	0	0	0	0	0	0	0	0	0	// Spirit Boots
36	337	337	1	508	4	0	3370	0	0	0	0	0	0	0	0	0	3370	0	0	0	0	0	0	0	0	0	// Guardian Boots
36	338	338	1	508	4	0	3380	0	0	0	0	0	0	0	0	0	3380	0	0	0	0	0	0	0	0	0	// Storm Crow Boots
36	339	339	1	508	8	0	3390	0	0	0	0	0	0	0	0	0	3390	0	0	0	0	0	0	0	0	0	// Black Dragon Boots
36	340	340	1	508	8	0	3400	0	0	0	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	0	0	// Dark Phoenix Boots
36	341	341	1	508	8	0	3410	0	0	0	0	0	0	0	0	0	3410	0	0	0	0	0	0	0	0	0	// Grand Soul Boots
36	342	342	1	508	8	0	3420	0	0	0	0	0	0	0	0	0	3420	0	0	0	0	0	0	0	0	0	// Holy Spirit Boots
36	343	343	1	508	8	0	3430	0	0	0	0	0	0	0	0	0	3430	0	0	0	0	0	0	0	0	0	// Thunder Hawk Boots
36	344	344	1	508	8	0	3440	0	0	0	0	0	0	0	0	0	3440	0	0	0	0	0	0	0	0	0	// Great Dragon Boots
36	345	345	1	508	8	0	3450	0	0	0	0	0	0	0	0	0	3450	0	0	0	0	0	0	0	0	0	// Dark Soul Boots
36	346	346	1	508	8	0	3460	0	0	0	0	0	0	0	0	0	3460	0	0	0	0	0	0	0	0	0	// Hurricane Boots
36	347	347	1	508	8	0	3470	0	0	0	0	0	0	0	0	0	3470	0	0	0	0	0	0	0	0	0	// Red Spirit Boots
36	348	348	1	508	8	0	3480	0	0	0	0	0	0	0	0	0	3480	0	0	0	0	0	0	0	0	0	// Light Plate Boots
36	349	349	1	508	8	0	3490	0	0	0	0	0	0	0	0	0	3490	0	0	0	0	0	0	0	0	0	// Adamantine Boots
36	350	350	1	508	8	0	3500	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	// Dark Steel Boots
36	351	351	1	508	8	0	3510	0	0	0	0	0	0	0	0	0	3510	0	0	0	0	0	0	0	0	0	// Dark Master Boots
36	352	352	1	508	8	0	3520	0	0	0	0	0	0	0	0	0	3520	0	0	0	0	0	0	0	0	0	// Dragon Knight Boots
36	353	353	1	508	8	0	3530	0	0	0	0	0	0	0	0	0	3530	0	0	0	0	0	0	0	0	0	// Venom Mist Boots
36	354	354	1	508	8	0	3540	0	0	0	0	0	0	0	0	0	3540	0	0	0	0	0	0	0	0	0	// Sylphid Ray Boots
36	355	355	1	508	8	0	3550	0	0	0	0	0	0	0	0	0	3550	0	0	0	0	0	0	0	0	0	// Volcano Boots
36	356	356	1	508	8	0	3560	0	0	0	0	0	0	0	0	0	3560	0	0	0	0	0	0	0	0	0	// Sunlight Boots
36	357	357	1	508	8	0	3570	0	0	0	0	0	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	// Ashcrow Boots
36	358	358	1	508	8	0	3580	0	0	0	0	0	0	0	0	0	3580	0	0	0	0	0	0	0	0	0	// Eclipse Boots
36	359	359	1	508	8	0	3590	0	0	0	0	0	0	0	0	0	3590	0	0	0	0	0	0	0	0	0	// Iris Boots
36	360	360	1	508	8	0	3600	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	// Valiant Boots
36	361	361	1	508	8	0	3610	0	0	0	0	0	0	0	0	0	3610	0	0	0	0	0	0	0	0	0	// Glorious Boots
36	362	362	1	508	8	0	3620	0	0	0	0	0	0	0	0	0	3620	0	0	0	0	0	0	0	0	0	// Violent Wind Boots
36	363	363	1	508	8	0	3630	0	0	0	0	0	0	0	0	0	3630	0	0	0	0	0	0	0	0	0	// Red Wing Boots
36	364	364	1	508	8	0	3640	0	0	0	0	0	0	0	0	0	3640	0	0	0	0	0	0	0	0	0	// Ancient Boots
36	365	365	1	508	8	0	3650	0	0	0	0	0	0	0	0	0	3650	0	0	0	0	0	0	0	0	0	// Demonic Boots
36	366	366	1	508	8	0	3660	0	0	0	0	0	0	0	0	0	3660	0	0	0	0	0	0	0	0	0	// Storm Blitz Boots
36	367	367	1	508	18	0	3670	0	0	0	0	0	0	0	0	0	3670	0	0	0	0	0	0	0	0	0	// Lilium Boots
36	368	368	1	508	18	0	3680	0	0	0	0	0	0	0	0	0	3680	0	0	0	0	0	0	0	0	0	// Titan Boots
36	369	369	1	508	18	0	3690	0	0	0	0	0	0	0	0	0	3690	0	0	0	0	0	0	0	0	0	// Brave Boots
36	370	370	1	508	18	0	3700	0	0	0	0	0	0	0	0	0	3700	0	0	0	0	0	0	0	0	0	// Phantom Boots
36	371	371	1	508	18	0	3710	0	0	0	0	0	0	0	0	0	3710	0	0	0	0	0	0	0	0	0	// Destroy Boots
36	372	372	1	508	18	0	3720	0	0	0	0	0	0	0	0	0	3720	0	0	0	0	0	0	0	0	0	// Seraphim Boots
36	373	373	1	508	18	0	3730	0	0	0	0	0	0	0	0	0	3730	0	0	0	0	0	0	0	0	0	// Divine Boots
36	374	374	1	508	18	0	3740	0	0	0	0	0	0	0	0	0	3740	0	0	0	0	0	0	0	0	0	// Royal Boots
36	375	375	1	508	18	0	3750	0	0	0	0	0	0	0	0	0	3750	0	0	0	0	0	0	0	0	0	// Hades Boots
36	376	376	1	508	18	0	3760	0	0	0	0	0	0	0	0	0	3760	0	0	0	0	0	0	0	0	0	// Queen Boots
37	215	215	1	508	18	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Mace of the King
37	322	322	1	508	18	0	3220	0	0	0	0	0	0	0	0	0	3220	0	0	0	0	0	0	0	0	0	// Flameberge
37	377	377	1	508	4	0	3770	0	0	0	0	0	0	0	0	0	3770	0	0	0	0	0	0	0	0	0	// Kris
37	378	378	1	508	4	0	3780	0	0	0	0	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	// Short Sword
37	379	379	1	508	4	0	3790	0	0	0	0	0	0	0	0	0	3790	0	0	0	0	0	0	0	0	0	// Rapier
37	380	380	1	508	4	0	3800	0	0	0	0	0	0	0	0	0	3800	0	0	0	0	0	0	0	0	0	// Katana
37	381	381	1	508	4	0	3810	0	0	0	0	0	0	0	0	0	3810	0	0	0	0	0	0	0	0	0	// Sword of Assassin
37	382	382	1	508	4	0	3820	0	0	0	0	0	0	0	0	0	3820	0	0	0	0	0	0	0	0	0	// Blade
37	383	383	1	508	4	0	3830	0	0	0	0	0	0	0	0	0	3830	0	0	0	0	0	0	0	0	0	// Gladius
37	384	384	1	508	4	0	3840	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	0	0	0	// Falchion
37	385	385	1	508	4	0	3850	0	0	0	0	0	0	0	0	0	3850	0	0	0	0	0	0	0	0	0	// Serpent Sword
37	386	386	1	508	4	0	3860	0	0	0	0	0	0	0	0	0	3860	0	0	0	0	0	0	0	0	0	// Sword of Salamander
37	387	387	1	508	4	0	3870	0	0	0	0	0	0	0	0	0	3870	0	0	0	0	0	0	0	0	0	// Light Saber
37	388	388	1	508	4	0	3880	0	0	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	// Legendary Sword
37	389	389	1	508	4	0	3890	0	0	0	0	0	0	0	0	0	3890	0	0	0	0	0	0	0	0	0	// Heliacal Sword
37	390	390	1	508	4	0	3900	0	0	0	0	0	0	0	0	0	3900	0	0	0	0	0	0	0	0	0	// Double Blade
37	391	391	1	508	8	0	3910	0	0	0	0	0	0	0	0	0	3910	0	0	0	0	0	0	0	0	0	// Lighting Sword
37	392	392	1	508	8	0	3920	0	0	0	0	0	0	0	0	0	3920	0	0	0	0	0	0	0	0	0	// Giant Sword
37	393	393	1	508	8	0	3930	0	0	0	0	0	0	0	0	0	3930	0	0	0	0	0	0	0	0	0	// Sword of Destruction
37	394	394	1	508	8	0	3940	0	0	0	0	0	0	0	0	0	3940	0	0	0	0	0	0	0	0	0	// Dark Breaker
37	395	395	1	508	8	0	3950	0	0	0	0	0	0	0	0	0	3950	0	0	0	0	0	0	0	0	0	// Thunder Blade
37	396	396	1	508	10	0	3960	0	0	0	0	0	0	0	0	0	3960	0	0	0	0	0	0	0	0	0	// Divine Sword of Archangel
37	397	397	1	508	10	0	3970	0	0	0	0	0	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	// Knight Blade
37	398	398	1	508	10	0	3980	0	0	0	0	0	0	0	0	0	3980	0	0	0	0	0	0	0	0	0	// Dark Reign Blade
37	399	399	1	508	18	0	3990	0	0	0	0	0	0	0	0	0	3990	0	0	0	0	0	0	0	0	0	// Bone Blade
37	400	400	1	508	18	0	4000	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	// Explosion Blade
37	401	401	1	508	18	0	4010	0	0	0	0	0	0	0	0	0	4010	0	0	0	0	0	0	0	0	0	// Daybreak
37	402	402	1	508	18	0	4020	0	0	0	0	0	0	0	0	0	4020	0	0	0	0	0	0	0	0	0	// Sword Dancer
37	403	403	1	508	18	0	4030	0	0	0	0	0	0	0	0	0	4030	0	0	0	0	0	0	0	0	0	// Sword Breaker
37	404	404	1	508	18	0	4040	0	0	0	0	0	0	0	0	0	4040	0	0	0	0	0	0	0	0	0	// Rune Bastard Sword
37	405	405	1	508	18	0	4050	0	0	0	0	0	0	0	0	0	4050	0	0	0	0	0	0	0	0	0	// Frost Mace
37	406	406	1	508	18	0	4060	0	0	0	0	0	0	0	0	0	4060	0	0	0	0	0	0	0	0	0	// Rune Blade
37	407	407	1	508	4	0	4070	0	0	0	0	0	0	0	0	0	4070	0	0	0	0	0	0	0	0	0	// Small Axe
37	408	408	1	508	4	0	4080	0	0	0	0	0	0	0	0	0	4080	0	0	0	0	0	0	0	0	0	// Hand Axe
37	409	409	1	508	4	0	4090	0	0	0	0	0	0	0	0	0	4090	0	0	0	0	0	0	0	0	0	// Double Axe
37	410	410	1	508	4	0	4100	0	0	0	0	0	0	0	0	0	4100	0	0	0	0	0	0	0	0	0	// Tomahawk
37	411	411	1	508	4	0	4110	0	0	0	0	0	0	0	0	0	4110	0	0	0	0	0	0	0	0	0	// Elven Axe
37	412	412	1	508	4	0	4120	0	0	0	0	0	0	0	0	0	4120	0	0	0	0	0	0	0	0	0	// Battle Axe
37	413	413	1	508	4	0	4130	0	0	0	0	0	0	0	0	0	4130	0	0	0	0	0	0	0	0	0	// Nikea Axe
37	414	414	1	508	4	0	4140	0	0	0	0	0	0	0	0	0	4140	0	0	0	0	0	0	0	0	0	// Larkan Axe
37	415	415	1	508	4	0	4150	0	0	0	0	0	0	0	0	0	4150	0	0	0	0	0	0	0	0	0	// Crescent Axe
37	416	416	1	508	4	0	4160	0	0	0	0	0	0	0	0	0	4160	0	0	0	0	0	0	0	0	0	// Mace
37	417	417	1	508	4	0	4170	0	0	0	0	0	0	0	0	0	4170	0	0	0	0	0	0	0	0	0	// Morning Star
37	418	418	1	508	4	0	4180	0	0	0	0	0	0	0	0	0	4180	0	0	0	0	0	0	0	0	0	// Flail
37	419	419	1	508	4	0	4190	0	0	0	0	0	0	0	0	0	4190	0	0	0	0	0	0	0	0	0	// Great Hammer
37	420	420	1	508	4	0	4200	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	// Crystal Morning Star
37	421	421	1	508	8	0	4210	0	0	0	0	0	0	0	0	0	4210	0	0	0	0	0	0	0	0	0	// Crystal Sword
37	422	422	1	508	8	0	4220	0	0	0	0	0	0	0	0	0	4220	0	0	0	0	0	0	0	0	0	// Chaos Dragon Axe
37	423	423	1	508	8	0	4230	0	0	0	0	0	0	0	0	0	4230	0	0	0	0	0	0	0	0	0	// Elemental Mace
37	424	424	1	508	4	0	4240	0	0	0	0	0	0	0	0	0	4240	0	0	0	0	0	0	0	0	0	// Battle Scepter
37	425	425	1	508	4	0	4250	0	0	0	0	0	0	0	0	0	4250	0	0	0	0	0	0	0	0	0	// Master Scepter
37	426	426	1	508	8	0	4260	0	0	0	0	0	0	0	0	0	4260	0	0	0	0	0	0	0	0	0	// Great Scepter
37	427	427	1	508	8	0	4270	0	0	0	0	0	0	0	0	0	4270	0	0	0	0	0	0	0	0	0	// Lord Scepter
37	428	428	1	508	8	0	4280	0	0	0	0	0	0	0	0	0	4280	0	0	0	0	0	0	0	0	0	// Great Lord Scepter
37	429	429	1	508	10	0	4290	0	0	0	0	0	0	0	0	0	4290	0	0	0	0	0	0	0	0	0	// Divine Scepter of Archangel
37	430	430	1	508	10	0	4300	0	0	0	0	0	0	0	0	0	4300	0	0	0	0	0	0	0	0	0	// Soleil Sceptor
37	431	431	1	508	10	0	4310	0	0	0	0	0	0	0	0	0	4310	0	0	0	0	0	0	0	0	0	// Shining Scepter
37	432	432	1	508	18	0	4320	0	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0	// Absolute Scepter
37	434	434	1	508	18	0	4340	0	0	0	0	0	0	0	0	0	4340	0	0	0	0	0	0	0	0	0	// Striker Scepter
37	435	435	1	508	8	0	4350	0	0	0	0	0	0	0	0	0	4350	0	0	0	0	0	0	0	0	0	// Light Spear
37	436	436	1	508	8	0	4360	0	0	0	0	0	0	0	0	0	4360	0	0	0	0	0	0	0	0	0	// Spear
37	437	437	1	508	8	0	4370	0	0	0	0	0	0	0	0	0	4370	0	0	0	0	0	0	0	0	0	// Dragon Lance
37	438	438	1	508	8	0	4380	0	0	0	0	0	0	0	0	0	4380	0	0	0	0	0	0	0	0	0	// Giant Trident
37	439	439	1	508	8	0	4390	0	0	0	0	0	0	0	0	0	4390	0	0	0	0	0	0	0	0	0	// Serpent Spear
37	440	440	1	508	8	0	4400	0	0	0	0	0	0	0	0	0	4400	0	0	0	0	0	0	0	0	0	// Double Poleaxe
37	441	441	1	508	8	0	4410	0	0	0	0	0	0	0	0	0	4410	0	0	0	0	0	0	0	0	0	// Halberd
37	442	442	1	508	8	0	4420	0	0	0	0	0	0	0	0	0	4420	0	0	0	0	0	0	0	0	0	// Berdysh
37	443	443	1	508	8	0	4430	0	0	0	0	0	0	0	0	0	4430	0	0	0	0	0	0	0	0	0	// Great Scythe
37	444	444	1	508	10	0	4440	0	0	0	0	0	0	0	0	0	4440	0	0	0	0	0	0	0	0	0	// Bill of Balrog
37	445	445	1	508	10	0	4450	0	0	0	0	0	0	0	0	0	4450	0	0	0	0	0	0	0	0	0	// Dragon Spear
37	446	446	1	508	10	0	4460	0	0	0	0	0	0	0	0	0	4460	0	0	0	0	0	0	0	0	0	// Brova
38	100	100	1	508	4	0	1000	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	// Short Bow
38	101	101	1	508	4	0	1010	0	0	0	0	0	0	0	0	0	1010	0	0	0	0	0	0	0	0	0	// Bow
38	102	102	1	508	4	0	1020	0	0	0	0	0	0	0	0	0	1020	0	0	0	0	0	0	0	0	0	// Elven Bow
38	103	103	1	508	4	0	1030	0	0	0	0	0	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	// Battle Bow
38	104	104	1	508	4	0	1040	0	0	0	0	0	0	0	0	0	1040	0	0	0	0	0	0	0	0	0	// Tiger Bow
38	105	105	1	508	4	0	1050	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	// Silver Bow
38	106	106	1	508	8	0	1060	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	// Chaos Nature Bow
38	107	107	1	508	4	0	1070	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	// Bolt
38	108	108	1	508	4	0	1080	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	// Crossbow
38	110	110	1	508	4	0	1100	0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	// Golden Crossbow
38	111	111	1	508	4	0	1110	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	// Arquebus
38	112	112	1	508	4	0	1120	0	0	0	0	0	0	0	0	0	1120	0	0	0	0	0	0	0	0	0	// Light Crossbow
38	113	113	1	508	4	0	1130	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	// Serpent Crossbow
38	114	114	1	508	4	0	1140	0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0	// Bluewing Crossbow
38	433	433	1	508	18	0	4330	0	0	0	0	0	0	0	0	0	4330	0	0	0	0	0	0	0	0	0	// Dark Stinger
38	447	447	1	508	4	0	4470	0	0	0	0	0	0	0	0	0	4470	0	0	0	0	0	0	0	0	0	// Aquagold Crossbow
38	448	448	1	508	4	0	4480	0	0	0	0	0	0	0	0	0	4480	0	0	0	0	0	0	0	0	0	// Arrow
38	449	449	1	508	4	0	4490	0	0	0	0	0	0	0	0	0	4490	0	0	0	0	0	0	0	0	0	// Saint Crossbow
38	450	450	1	508	8	0	4500	0	0	0	0	0	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	// Celestial Bow
38	451	451	1	508	8	0	4510	0	0	0	0	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	// Divine Crossbow of Archangel
38	452	452	1	508	8	0	4520	0	0	0	0	0	0	0	0	0	4520	0	0	0	0	0	0	0	0	0	// Great Reign Crossbow
38	453	453	1	508	10	0	4530	0	0	0	0	0	0	0	0	0	4530	0	0	0	0	0	0	0	0	0	// Arrow Viper Bow
38	454	454	1	508	10	0	4540	0	0	0	0	0	0	0	0	0	4540	0	0	0	0	0	0	0	0	0	// Sylph Wind Bow
38	455	455	1	508	10	0	4550	0	0	0	0	0	0	0	0	0	4550	0	0	0	0	0	0	0	0	0	// Albatross Bow
38	456	456	1	508	18	0	4560	0	0	0	0	0	0	0	0	0	4560	0	0	0	0	0	0	0	0	0	// Angelic Bow
38	457	457	1	508	10	0	4570	0	0	0	0	0	0	0	0	0	4570	0	0	0	0	0	0	0	0	0	// Air Lyn Bow
38	458	458	1	508	18	0	4580	0	0	0	0	0	0	0	0	0	4580	0	0	0	0	0	0	0	0	0	// Devil Crossbow
39	459	459	1	508	18	0	4590	0	0	0	0	0	0	0	0	0	4590	0	0	0	0	0	0	0	0	0	// Deadly Staff
39	460	460	1	508	4	0	4600	0	0	0	0	0	0	0	0	0	4600	0	0	0	0	0	0	0	0	0	// Skull Staff
39	461	461	1	508	4	0	4610	0	0	0	0	0	0	0	0	0	4610	0	0	0	0	0	0	0	0	0	// Angelic Staff
39	462	462	1	508	4	0	4620	0	0	0	0	0	0	0	0	0	4620	0	0	0	0	0	0	0	0	0	// Serpent Staff
39	463	463	1	508	4	0	4630	0	0	0	0	0	0	0	0	0	4630	0	0	0	0	0	0	0	0	0	// Thunder Staff
39	464	464	1	508	4	0	4640	0	0	0	0	0	0	0	0	0	4640	0	0	0	0	0	0	0	0	0	// Gorgon Staff
39	465	465	1	508	8	0	4650	0	0	0	0	0	0	0	0	0	4650	0	0	0	0	0	0	0	0	0	// Legendary Staff
39	466	466	1	508	8	0	4660	0	0	0	0	0	0	0	0	0	4660	0	0	0	0	0	0	0	0	0	// Staff of Resurrection
39	467	467	1	508	8	0	4670	0	0	0	0	0	0	0	0	0	4670	0	0	0	0	0	0	0	0	0	// Staff of Destruction
39	468	468	1	508	10	0	4680	0	0	0	0	0	0	0	0	0	4680	0	0	0	0	0	0	0	0	0	// Dragon Soul Staff
39	469	469	1	508	10	0	4690	0	0	0	0	0	0	0	0	0	4690	0	0	0	0	0	0	0	0	0	// Divine Staff of Archangel
39	470	470	1	508	10	0	4700	0	0	0	0	0	0	0	0	0	4700	0	0	0	0	0	0	0	0	0	// Staff of Kundun
39	471	471	1	508	10	0	4710	0	0	0	0	0	0	0	0	0	4710	0	0	0	0	0	0	0	0	0	// Grand Viper Staff
39	472	472	1	508	10	0	4720	0	0	0	0	0	0	0	0	0	4720	0	0	0	0	0	0	0	0	0	// Platina Staff
39	473	473	1	508	4	0	4730	0	0	0	0	0	0	0	0	0	4730	0	0	0	0	0	0	0	0	0	// Mystery Stick
39	474	474	1	508	8	0	4740	0	0	0	0	0	0	0	0	0	4740	0	0	0	0	0	0	0	0	0	// Violent Wind Stick
39	475	475	1	508	10	0	4750	0	0	0	0	0	0	0	0	0	4750	0	0	0	0	0	0	0	0	0	// Red Wing Stick
39	476	476	1	508	10	0	4760	0	0	0	0	0	0	0	0	0	4760	0	0	0	0	0	0	0	0	0	// Ancient Stick
39	477	477	1	508	10	0	4770	0	0	0	0	0	0	0	0	0	4770	0	0	0	0	0	0	0	0	0	// Demonic Stick
39	478	478	1	508	10	0	4780	0	0	0	0	0	0	0	0	0	4780	0	0	0	0	0	0	0	0	0	// Storm Blitz Stick
39	479	479	1	508	10	0	4790	0	0	0	0	0	0	0	0	0	4790	0	0	0	0	0	0	0	0	0	// Eternal Wing Stick
39	480	480	1	508	18	0	4800	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	// Book of Samut
39	481	481	1	508	18	0	4810	0	0	0	0	0	0	0	0	0	4810	0	0	0	0	0	0	0	0	0	// Book of Neil
39	482	482	1	508	18	0	4820	0	0	0	0	0	0	0	0	0	4820	0	0	0	0	0	0	0	0	0	// Book of Lagle
39	483	483	1	508	18	0	4830	0	0	0	0	0	0	0	0	0	4830	0	0	0	0	0	0	0	0	0	// Inberial Staff
39	484	484	1	508	18	0	4840	0	0	0	0	0	0	0	0	0	4840	0	0	0	0	0	0	0	0	0	// Merlin Staff
39	486	486	1	508	18	0	4860	0	0	0	0	0	0	0	0	0	4860	0	0	0	0	0	0	0	0	0	// Chrome Staff
39	487	487	1	508	18	0	4870	0	0	0	0	0	0	0	0	0	4870	0	0	0	0	0	0	0	0	0	// Raven Stick
39	489	489	1	508	18	0	4890	0	0	0	0	0	0	0	0	0	4890	0	0	0	0	0	0	0	0	0	// Divine Stick of the Archangel
39	490	490	1	508	18	0	4900	0	0	0	0	0	0	0	0	0	4900	0	0	0	0	0	0	0	0	0	// Spite Staff
61	513	513	1	0	400	0	5130	0	0	0	0	0	0	0	0	0	5130	0	0	0	0	0	0	0	0	0	// Wings of Elf
61	514	514	1	0	400	0	5140	0	0	0	0	0	0	0	0	0	5140	0	0	0	0	0	0	0	0	0	// Wings of Heaven
61	515	515	1	0	400	0	5150	0	0	0	0	0	0	0	0	0	5150	0	0	0	0	0	0	0	0	0	// Wings of Satan
61	516	516	1	0	400	0	5160	0	0	0	0	0	0	0	0	0	5160	0	0	0	0	0	0	0	0	0	// Wings of Misery
61	517	517	1	0	400	0	5170	0	0	0	0	0	0	0	0	0	5170	0	0	0	0	0	0	0	0	0	// Cape of Lord
61	518	518	1	0	600	0	5180	0	0	0	0	0	0	0	0	0	5180	0	0	0	0	0	0	0	0	0	// Wings of Spirits
